IDs	length	Exptl.	resolution	R-factor	FreeRvalue
4V20A	440	XRAY	1.5	0.13	0.16
4NSNA	295	XRAY	1.6	0.17	0.19
3NZEA	267	XRAY	1.7	0.17	0.2
3RG9A	240	XRAY	2	0.18	0.22
4LXOA	191	XRAY	1.42	0.16	0.19
4E0HA	106	XRAY	2	0.19	0.23
3EKGA	404	XRAY	1.6	0.2	0.21
1KS8A	433	XRAY	1.4	0.18	0.19
3Q7MA	376	XRAY	1.65	0.17	0.19
3WX6A	169	XRAY	2.7	0.28	0.28
6F4JA	176	XRAY	1.42	0.15	0.19
4UULA	341	XRAY	1.28	0.13	0.15
4QLPA	176	XRAY	1.1	0.13	0.14
3BCQB	146	XRAY	2.4	0.17	0.28
2YBYA	124	XRAY	1.58	0.19	0.22
1V8CA	168	XRAY	1.6	0.22	0.25
3W6PA	364	XRAY	1.7	0.18	0.21
3S4LA	244	XRAY	2.3	0.23	0.27
4B4DA	262	XRAY	1.5	0.21	0.23
3QREA	298	XRAY	2.4	0.18	0.23
4UZSA	689	XRAY	1.74	0.15	0.19
4DPPA	360	XRAY	2	0.15	0.18
3K0ZA	159	XRAY	1.91	0.17	0.22
3QELB	364	XRAY	2.6	0.19	0.24
5MIYA	128	XRAY	1.72	0.16	0.2
2C3FA	358	XRAY	1.81	0.19	0.22
4JPSA	1074	XRAY	2.2	0.21	0.23
3EEGA	325	XRAY	2.78	0.28	0.3
4X83A	394	XRAY	1.9	0.19	0.23
1SY7A	715	XRAY	1.75	0.18	0.21
3CYMA	440	XRAY	2.1	0.22	0.29
4U7OA	277	XRAY	2.4	0.2	0.24
6EACA	488	XRAY	2.27	0.18	0.21
4JFHE	244	XRAY	2.4	0.2	0.25
5B3GB	475	XRAY	2	0.19	0.23
4KT1A	504	XRAY	2.5	0.16	0.21
4V90BJ	130	XRAY	2.95	0.21	0.24
2H4CA	122	XRAY	2.6	0.22	0.31
2Q5WE	149	XRAY	2	0.15	0.19
5HXKA	423	XRAY	2	0.19	0.23
3CQ0A	339	XRAY	1.9	0.18	0.21
2FB0A	94	XRAY	2.1	0.2	0.22
2APJA	260	XRAY	1.6	0.15	0.18
4YJ6A	501	XRAY	1.7	0.15	0.17
3LSSA	484	XRAY	1.95	0.17	0.2
3QGUA	449	XRAY	1.55	0.13	0.17
2VPZC	253	XRAY	2.4	0.25	0.25
3GXQA	54	XRAY	2.35	0.24	0.26
4LFYA	372	XRAY	1.8	0.16	0.19
5XH6A	1310	XRAY	2	0.18	0.21
1WHIA	122	XRAY	1.5	0.19	0.26
2FZVA	279	XRAY	1.7	0.2	0.25
4YISA	295	XRAY	2.89	0.22	0.27
4XRWA	329	XRAY	1.79	0.18	0.22
5IE9A	103	XRAY	2.8	0.22	0.25
5EYWA	249	XRAY	1.7	0.19	0.24
5MZWA	265	XRAY	1.52	0.14	0.16
1MGRA	99	XRAY	1.7	0.19	0.22
3FAVB	94	XRAY	2.15	0.2	0.23
5FEAA	136	XRAY	2.6	0.23	0.28
4W5WA	391	XRAY	2.9	0.2	0.25
1LSHB	319	XRAY	1.9	0.19	0.26
1VLYA	338	XRAY	1.3	0.14	0.17
2P5MA	83	XRAY	1.95	0.19	0.22
4JHDC	171	XRAY	2.91	0.2	0.26
5CWPA	235	XRAY	1.9	0.2	0.22
5UFSA	248	XRAY	2.12	0.22	0.25
1BYPA	99	XRAY	1.75	0.18	0.2
6DM4A	120	XRAY	1.9	0.18	0.23
2XRIA	224	XRAY	2.15	0.18	0.21
4LG7A	68	XRAY	2.5	0.21	0.26
4EYVA	167	XRAY	1.97	0.16	0.18
4J5MA	396	XRAY	2.07	0.19	0.23
1KA1A	357	XRAY	1.3	0.13	0.17
3D7LA	202	XRAY	2.06	0.17	0.21
1GNYA	153	XRAY	1.63	0.15	0.18
4M9OA	107	XRAY	2.14	0.17	0.23
1XRTA	467	XRAY	1.61	0.17	0.21
3PFVA	315	XRAY	2.27	0.22	0.26
4PFIA	344	XRAY	2.3	0.19	0.23
4J87A	327	XRAY	1.67	0.2	0.19
2QPXA	376	XRAY	1.4	0.14	0.16
3WO9A	248	XRAY	2.3	0.18	0.24
3ABIA	365	XRAY	2.44	0.23	0.23
4B9GA	161	XRAY	1.04	0.16	0.17
4ZA9A	508	XRAY	1.01	0.13	0.14
1LOEB	52	XRAY	1.9	0.18	1
6ES3K	72	XRAY	2.57	0.22	0.28
3SBQA	638	XRAY	1.7	0.19	0.21
2PIFA	276	XRAY	2.3	0.24	0.27
4LU0A	287	XRAY	2.8	0.21	0.27
5FPWA	321	XRAY	2.1	0.18	0.22
4OQJA	845	XRAY	1.9	0.15	0.18
1OVLA	271	XRAY	2.2	0.23	0.26
4Q3OA	348	XRAY	1.74	0.15	0.18
2G1LA	104	XRAY	2.6	0.22	0.24
4WUTA	313	XRAY	1.5	0.18	0.21
4QHEA	285	XRAY	1.4	0.17	0.19
5ODQF	473	XRAY	2.15	0.2	0.22
2WGHA	676	XRAY	2.3	0.2	0.26
4JNJA	115	XRAY	1.9	0.2	0.25
3E0SA	326	XRAY	2.09	0.22	0.27
3PE6A	303	XRAY	1.35	0.12	0.15
4O6RA	496	XRAY	1.9	0.15	0.18
5H69A	261	XRAY	2.2	0.2	0.24
5Y2WA	234	XRAY	2.2	0.2	0.26
1GVCA	157	XRAY	1.9	0.19	0.21
4Z04A	131	XRAY	1.45	0.14	0.16
3ICYA	118	XRAY	2.68	0.17	0.25
5Y9WA	242	XRAY	1.85	0.21	0.24
5NXKA	310	XRAY	1.92	0.16	0.18
4DH2B	82	XRAY	1.75	0.18	0.21
4ZYLA	163	XRAY	1.8	0.19	0.23
1S1GA	124	XRAY	2.6	0.23	0.27
4KP1A	445	XRAY	1.8	0.22	0.25
3M8EA	124	XRAY	2	0.24	0.27
4ZOCA	731	XRAY	1.79	0.14	0.2
4IGUA	148	XRAY	1.9	0.19	0.23
3CX5H	93	XRAY	1.9	0.24	0.26
2ZS0D	145	XRAY	1.6	0.17	0.2
1K4MA	213	XRAY	1.9	0.21	0.26
3Q87A	125	XRAY	2	0.2	0.26
2P0NA	172	XRAY	1.41	0.17	0.2
2IF5A	120	XRAY	2	0.23	0.29
3WWTB	119	XRAY	2	0.23	0.27
1GKPA	458	XRAY	1.29	0.15	0.18
3A6RA	122	XRAY	1.2	0.17	0.19
4ZUAA	178	XRAY	2.5	0.24	0.27
3HILA	82	XRAY	2	0.21	0.28
2VRWB	406	XRAY	1.85	0.2	0.25
4ZKYA	143	XRAY	1.65	0.22	0.26
5XRWA	79	XRAY	2.5	0.2	0.23
2H28A	130	XRAY	2.1	0.22	0.25
2Q43A	418	XRAY	2	0.15	0.2
4GU2A	80	XRAY	1.35	0.21	0.27
1IDKA	359	XRAY	1.93	0.19	0.23
1XKUA	330	XRAY	2.15	0.19	0.22
3D31A	348	XRAY	3	0.25	0.28
1E3OC	160	XRAY	1.9	0.22	0.24
4FFVD	217	XRAY	2.4	0.27	0.3
4C23A	473	XRAY	2	0.17	0.22
4MT2A	62	XRAY	2	0.2	1
1JMCA	246	XRAY	2.4	0.21	0.33
1N0EA	166	XRAY	2.7	0.23	0.28
2VKPA	109	XRAY	1.9	0.2	0.23
2Z66A	306	XRAY	1.9	0.21	0.22
4O9LA	97	XRAY	1.94	0.17	0.21
2FHPA	187	XRAY	1.6	0.18	0.21
4WPYA	94	XRAY	1.5	0.23	0.25
3G5YA	213	XRAY	1.59	0.2	0.25
3LL9A	269	XRAY	2.15	0.21	0.26
1G6UA	48	XRAY	1.48	0.2	0.24
5A1NA	175	XRAY	2.1	0.2	0.23
4QBOA	92	XRAY	1.3	0.17	0.18
5C1MB	125	XRAY	2.1	0.19	0.22
2DC5A	231	XRAY	1.6	0.19	0.2
4QOBA	97	XRAY	2.7	0.25	0.3
1K8KC	372	XRAY	2	0.22	0.25
1W6KA	732	XRAY	2.1	0.15	0.19
3RD3A	197	XRAY	2.4	0.22	0.29
5EQZA	146	XRAY	1.8	0.21	0.24
1TTZA	87	XRAY	2.11	0.19	0.21
4IABA	142	XRAY	1.66	0.16	0.18
6CMZA	466	XRAY	2.3	0.2	0.25
5AWWY	444	XRAY	2.72	0.22	0.27
1LS1A	295	XRAY	1.1	0.14	0.17
3ZRHA	454	XRAY	2.23	0.2	0.25
1UN8A	552	XRAY	2.5	0.2	0.25
5LE5N	205	XRAY	1.8	0.18	0.21
1VF6C	72	XRAY	2.1	0.24	0.26
2ZRRA	118	XRAY	1.8	0.23	0.28
1BHEA	376	XRAY	1.9	0.2	0.24
5JO4D	214	XRAY	2.53	0.2	0.25
5DQVA	211	XRAY	2	0.19	0.23
3MKCA	394	XRAY	1.77	0.24	0.24
2Q4ZA	312	XRAY	1.8	0.14	0.19
5I3SA	275	XRAY	2.2	0.23	0.28
5EPBA	130	XRAY	1.5	0.17	0.19
2BMOA	447	XRAY	1.2	0.16	0.17
2RKQA	169	XRAY	1.5	0.16	0.17
3T32A	383	XRAY	2	0.17	0.21
4Z7EA	293	XRAY	1.5	0.15	0.2
2I71A	400	XRAY	1.7	0.18	0.23
1UQTA	482	XRAY	2	0.22	0.25
2W8NA	487	XRAY	2	0.23	0.25
1W8SA	263	XRAY	1.85	0.15	0.19
5Z1GB	234	XRAY	2.29	0.23	0.3
1ZSWA	338	XRAY	1.65	0.18	0.22
4DR0A	350	XRAY	1.9	0.19	0.22
5K8PA	425	XRAY	2.2	0.17	0.2
4FHZA	285	XRAY	2.01	0.16	0.21
3GD6A	391	XRAY	1.6	0.24	0.26
4LW2A	404	XRAY	1.8	0.17	0.21
2EBFX	746	XRAY	1.9	0.21	0.23
3LZAA	141	XRAY	1.7	0.2	0.24
4HVFA	226	XRAY	1.7	0.18	0.21
3UB1A	261	XRAY	1.8	0.17	0.2
4EQYA	283	XRAY	1.8	0.16	0.19
1UESA	191	XRAY	1.6	0.22	0.25
4PZ2A	534	XRAY	2.4	0.19	0.21
2DDDA	227	XRAY	1.55	0.17	0.19
4PAVA	145	XRAY	2.3	0.2	0.23
2JDAA	145	XRAY	1.35	0.14	0.18
5H9DA	319	XRAY	2.68	0.24	0.29
5XJ5A	201	XRAY	1.48	0.19	0.21
1US0A	316	XRAY	0.66	0.09	0.1
3TKAA	347	XRAY	2.25	0.19	0.23
1U8WA	149	XRAY	2.4	0.23	0.28
1LPBB	449	XRAY	2.46	0.18	0.28
4M0XA	371	XRAY	2.7	0.18	0.27
2CYJA	118	XRAY	1.5	0.18	0.2
4D3XA	284	XRAY	1.85	0.18	0.23
1QORA	327	XRAY	2.2	0.14	1
5Q22A	343	XRAY	1.18	0.18	0.2
4EO9A	268	XRAY	2.45	0.2	0.23
4MH2A	220	XRAY	2.2	0.18	0.22
1IA6A	441	XRAY	1.8	0.16	0.19
1LWUC	323	XRAY	2.8	0.25	0.29
4Q27A	136	XRAY	1.2	0.15	0.18
2E7VA	121	XRAY	1.92	0.19	0.24
5U9CA	292	XRAY	1.9	0.16	0.19
2Q3LA	126	XRAY	2.25	0.18	0.24
5G4KA	286	XRAY	1.74	0.16	0.18
3IV1A	78	XRAY	2.5	0.23	0.28
3BIYA	380	XRAY	1.7	0.18	0.21
5SZJA	202	XRAY	2.66	0.23	0.27
6FG8B	241	XRAY	1.25	0.15	0.18
3JQHA	167	XRAY	2.2	0.2	0.22
3LHEA	143	XRAY	1.62	0.19	0.23
1WYDA	429	XRAY	2.3	0.24	0.28
1DCUA	357	XRAY	2.2	0.21	0.25
1BCOA	327	XRAY	2.4	0.2	0.26
4NOEA	148	XRAY	2.2	0.19	0.23
4LZHA	285	XRAY	1.9	0.15	0.18
1V2XA	194	XRAY	1.5	0.23	0.28
5VKJA	324	XRAY	2.12	0.2	0.23
3REVA	203	XRAY	2.2	0.23	0.27
4RVQA	139	XRAY	1.14	0.12	0.15
1O7ZA	77	XRAY	1.92	0.28	0.3
3HXSA	141	XRAY	2	0.2	0.24
5XKCA	453	XRAY	2.21	0.18	0.21
1VR7A	142	XRAY	1.2	0.12	0.15
5HA6A	117	XRAY	2	0.2	0.23
3WCTC	150	XRAY	2.4	0.22	0.26
3TM8A	328	XRAY	1.28	0.17	0.2
2HHJA	267	XRAY	1.5	0.18	0.21
4LIJA	90	XRAY	1.8	0.17	0.2
4WRTB	772	XRAY	2.7	0.17	0.21
1SL8A	191	XRAY	1.7	0.22	0.24
5CRWA	247	XRAY	1.6	0.18	0.22
5XWBA	446	XRAY	2.2	0.15	0.21
2BEMA	170	XRAY	1.55	0.16	0.17
6D57A	161	XRAY	1.81	0.19	0.23
3ANOA	218	XRAY	1.89	0.18	0.2
3AFFA	394	XRAY	2	0.2	0.24
5CNLA	155	XRAY	2.65	0.19	0.22
1YARO	237	XRAY	1.9	0.18	0.22
4Y4O1o	89	XRAY	2.3	0.21	0.25
5UPKA	48	XRAY	2.4	0.22	0.26
4RF5A	272	XRAY	1.6	0.17	0.18
5XPCA	100	XRAY	1.9	0.19	0.21
4AJYB	118	XRAY	1.73	0.19	0.23
3TR0A	205	XRAY	1.85	0.19	0.23
4MOBA	332	XRAY	2.4	0.16	0.21
2OKVA	209	XRAY	2	0.21	0.24
6C1XA	131	XRAY	1.05	0.14	0.17
4WUVA	307	XRAY	1.55	0.14	0.17
3WOHA	251	XRAY	2.5	0.22	0.27
2PN6A	150	XRAY	1.44	0.21	0.22
2GUKA	120	XRAY	1.91	0.24	0.28
6EMTA	197	XRAY	1.79	0.19	0.21
5YP4A	745	XRAY	1.9	0.17	0.21
3OSJA	147	XRAY	2.3	0.17	0.23
3O2EA	105	XRAY	1.95	0.18	0.24
1CXYA	90	XRAY	1.65	0.19	0.22
5KH0A	396	XRAY	2.8	0.23	0.26
1YDNA	295	XRAY	2.3	0.28	0.3
3EW7A	221	XRAY	2.73	0.22	0.25
2X18A	119	XRAY	1.46	0.19	0.23
6EWHA	193	XRAY	1.5	0.18	0.21
2Y75A	129	XRAY	2	0.19	0.21
1UJ0A	62	XRAY	1.7	0.22	0.23
4XWMA	681	XRAY	1.7	0.15	0.16
2XJAA	535	XRAY	3	0.19	0.26
4ECGA	381	XRAY	2.3	0.16	0.19
1QWLA	505	XRAY	1.6	0.18	0.23
5NY0A	368	XRAY	2	0.23	0.24
2OVLA	371	XRAY	2.13	0.21	0.24
3F1BA	203	XRAY	2.4	0.23	0.28
4H7LA	157	XRAY	2.45	0.18	0.23
3DWGA	325	XRAY	1.53	0.18	0.22
5LPGA	164	XRAY	1.7	0.22	0.25
4YBBCR	117	XRAY	2.1	0.22	0.23
2HY7A	406	XRAY	1.9	0.18	0.2
1PKPA	150	XRAY	2.8	0.22	1
3GOZA	362	XRAY	2.1	0.21	0.26
5DL8A	407	XRAY	2.2	0.21	0.25
3K60A	223	XRAY	2.3	0.17	0.19
4P79A	198	XRAY	2.4	0.22	0.25
4XVVA	77	XRAY	1.7	0.2	0.23
3KL0A	401	XRAY	1.64	0.17	0.2
5M89A	329	XRAY	1.6	0.17	0.19
4JRLA	356	XRAY	2.1	0.17	0.22
1Z4EA	153	XRAY	2	0.23	0.24
1SZ2A	332	XRAY	2.2	0.2	0.27
3LIGA	634	XRAY	1.8	0.23	0.24
4M0QA	230	XRAY	1.92	0.21	0.23
4AZ6A	435	XRAY	1.36	0.12	0.14
3KD3A	219	XRAY	1.7	0.16	0.19
3ODGA	287	XRAY	1.64	0.16	0.19
1LP9E	194	XRAY	2	0.23	0.25
4H6JA	113	XRAY	1.52	0.22	0.25
3RKXA	323	XRAY	2.1	0.2	0.27
3CK2A	176	XRAY	2.3	0.17	0.2
2D1PA	140	XRAY	2.15	0.21	0.24
4A01A	766	XRAY	2.35	0.17	0.2
4YUDA	92	XRAY	1.28	0.15	0.19
4FYBA	241	XRAY	2.2	0.2	0.23
4WCXA	480	XRAY	1.59	0.18	0.21
1VMGA	95	XRAY	1.46	0.14	0.15
6BGDA	378	XRAY	1.47	0.12	0.14
4TX4A	83	XRAY	1.95	0.17	0.2
5C9FA	139	XRAY	2	0.2	0.26
5D6CA	220	XRAY	1.72	0.2	0.24
2JEOA	245	XRAY	2.5	0.2	0.24
2OHWA	133	XRAY	1.4	0.2	0.23
5CCBB	497	XRAY	2	0.2	0.22
4C72A	439	XRAY	1.5	0.14	0.16
5K3JA	674	XRAY	2.68	0.21	0.24
1UCRA	78	XRAY	1.2	0.14	0.18
4WY2A	319	XRAY	1.8	0.17	0.2
2Z08A	137	XRAY	1.55	0.2	0.24
2CDUA	452	XRAY	1.8	0.18	0.22
4J94A	408	XRAY	1.86	0.16	0.19
2P5SA	199	XRAY	2.15	0.21	0.26
5N4JH	257	XRAY	1.5	0.18	0.21
2E28A	587	XRAY	2.4	0.23	0.29
1PN0A	665	XRAY	1.7	0.16	0.18
4JJMA	175	XRAY	2.09	0.18	0.23
1A9WE	146	XRAY	2.9	0.18	0.23
5J8NA	258	XRAY	1.44	0.15	0.17
1FO0A	116	XRAY	2.5	0.22	0.28
1KF6D	119	XRAY	2.7	0.23	0.28
1WS8A	109	XRAY	1.6	0.19	0.21
6EPBA	423	XRAY	1.75	0.19	0.22
5Y4EA	277	XRAY	2.34	0.19	0.23
1N7SC	79	XRAY	1.45	0.2	0.22
4CEMA	370	XRAY	2.6	0.21	0.25
3H7HB	106	XRAY	1.55	0.19	0.22
4BH4A	328	XRAY	1.9	0.19	0.22
3SWHA	341	XRAY	2.65	0.25	0.3
3Q72A	166	XRAY	1.66	0.18	0.23
2PLSA	86	XRAY	2.15	0.18	0.23
1SEMA	58	XRAY	2	0.19	1
4E6PA	259	XRAY	2.1	0.16	0.21
3L1NA	194	XRAY	1.3	0.18	0.2
3RC3A	677	XRAY	2.08	0.16	0.2
2NUTC	196	XRAY	2.3	0.22	0.27
5TTYA	300	XRAY	1.8	0.2	0.23
4CN0A	97	XRAY	1.75	0.18	0.21
3UBUB	126	XRAY	1.91	0.19	0.22
5H0JA	244	XRAY	1.8	0.18	0.2
2AEFA	234	XRAY	1.7	0.23	0.27
3BSOA	510	XRAY	1.74	0.2	0.23
5VTMX	273	XRAY	2.04	0.2	0.25
2YXYA	115	XRAY	2.2	0.23	0.26
2ZC7A	359	XRAY	2.4	0.24	0.25
2RE7A	134	XRAY	2.5	0.19	0.23
4G1TA	472	XRAY	2.8	0.24	0.29
5E4VA	437	XRAY	2.71	0.21	0.27
3W5JA	204	XRAY	1.93	0.19	0.23
2IXSA	323	XRAY	2	0.18	0.21
2PT2A	334	XRAY	2	0.17	0.21
2BCEA	579	XRAY	1.6	0.21	0.25
1ZUNB	434	XRAY	2.7	0.22	0.28
1LG7A	182	XRAY	1.96	0.22	0.24
3CRJA	199	XRAY	2.6	0.24	0.29
5IT6A	134	XRAY	1.55	0.17	0.19
5WOQA	120	XRAY	1.95	0.2	0.24
2CVIA	83	XRAY	1.5	0.2	0.23
3LOUA	292	XRAY	1.9	0.19	0.22
5E33A	726	XRAY	1.84	0.18	0.22
3QNEA	485	XRAY	2	0.17	0.21
1LU1A	253	XRAY	2.6	0.19	0.23
4ZRMA	312	XRAY	1.9	0.16	0.18
1YD9A	193	XRAY	1.6	0.23	0.26
1KPGA	287	XRAY	2	0.19	0.23
4J27A	450	XRAY	1.59	0.16	0.18
3UB6A	181	XRAY	1.38	0.12	0.15
4NAVA	182	XRAY	2.69	0.24	0.28
2W9DL	212	XRAY	1.57	0.18	0.22
3KJHA	254	XRAY	1.9	0.19	0.24
2GN0A	342	XRAY	1.7	0.19	0.22
3WA2X	621	XRAY	1.08	0.13	0.15
1P9HA	226	XRAY	1.55	0.2	0.2
5WDHA	376	XRAY	2.25	0.23	0.27
1DZRA	183	XRAY	2.17	0.23	0.26
6AONA	478	XRAY	1.72	0.17	0.2
1O5LA	213	XRAY	2.3	0.2	0.25
4P3KA	180	XRAY	1.7	0.17	0.21
3L12A	313	XRAY	1.6	0.16	0.19
1VZIA	126	XRAY	1.15	0.14	1
2GB4A	252	XRAY	1.25	0.14	0.19
3CWWA	990	XRAY	1.96	0.18	0.21
1QFTA	175	XRAY	1.25	0.18	1
1EAQA	140	XRAY	1.25	0.15	0.17
2B5UA	551	XRAY	2.3	0.29	0.29
4Y8WA	482	XRAY	2.64	0.23	0.28
2XWPA	264	XRAY	1.9	0.2	0.24
4K37A	370	XRAY	1.62	0.17	0.2
4FQ0C	111	XRAY	2.82	0.24	0.31
6CG6A	207	XRAY	2.71	0.24	0.28
4XZ5A	233	XRAY	2.6	0.17	0.24
3RQ0A	269	XRAY	2.02	0.16	0.19
1KJNA	157	XRAY	2.2	0.22	0.25
1C1EH	219	XRAY	1.9	0.26	0.29
1H3DA	299	XRAY	2.7	0.23	0.28
1EDGA	380	XRAY	1.6	0.19	0.22
5FR8A	733	XRAY	2.83	0.23	0.26
3L8DA	242	XRAY	1.7	0.21	0.23
3L4EA	206	XRAY	1.5	0.17	0.22
1SU0B	159	XRAY	2.3	0.22	0.26
5GHAE	85	XRAY	2.5	0.2	0.25
5H6OA	317	XRAY	2.7	0.24	0.28
4EFAG	119	XRAY	2.82	0.23	0.28
4IJNA	398	XRAY	1.7	0.17	0.2
1J93A	353	XRAY	2.3	0.21	0.26
4N9JA	228	XRAY	2.6	0.2	0.25
4GPMA	169	XRAY	2	0.18	0.2
4F01A	241	XRAY	1.4	0.16	0.21
1RWIA	270	XRAY	1.8	0.19	0.22
5UR0A	349	XRAY	1.94	0.15	0.2
4Q7JD	281	XRAY	2.9	0.26	0.31
1ULIA	460	XRAY	2.2	0.17	0.2
3WUCA	137	XRAY	1.6	0.18	0.22
3OIXA	345	XRAY	2.4	0.2	0.25
3BUSA	273	XRAY	2.65	0.22	0.26
6C3CA	413	XRAY	1.5	0.16	0.19
4XXUA	257	XRAY	1.43	0.16	0.18
3QO6A	348	XRAY	2.5	0.23	0.27
4GRMA	194	XRAY	2	0.24	0.29
3BF5A	306	XRAY	1.91	0.2	0.24
4NTKA	121	XRAY	1.6	0.19	0.22
2HLYA	207	XRAY	1.6	0.17	0.21
4BPSA	344	XRAY	1.08	0.13	0.15
6ENZA	530	XRAY	3	0.24	0.29
4OO2A	527	XRAY	2.63	0.22	0.25
4ECDA	398	XRAY	2.5	0.2	0.25
3D3LA	541	XRAY	2.6	0.21	0.28
2NYYC	218	XRAY	2.61	0.21	0.25
1SUUA	312	XRAY	1.75	0.2	0.23
3B1UA	671	XRAY	2.1	0.22	0.25
4X2PA	383	XRAY	1.65	0.14	0.18
4YG0A	164	XRAY	1.28	0.17	0.2
4UQLA	265	XRAY	1.22	0.12	0.15
5WCHA	421	XRAY	2.5	0.21	0.26
1PD3A	58	XRAY	2.6	0.18	0.24
3DEFA	262	XRAY	1.96	0.17	0.21
4CJ0A	625	XRAY	1.1	0.11	0.12
5CFAA	331	XRAY	1.45	0.18	0.21
4ZX2A	333	XRAY	1.23	0.16	0.17
5IB9A	421	XRAY	1.4	0.18	0.22
5THKA	266	XRAY	1.4	0.14	0.16
3RKGA	261	XRAY	1.28	0.17	0.2
4XCPA	170	XRAY	2.14	0.2	0.22
4ZZ7A	501	XRAY	2.9	0.19	0.25
4Q7AA	370	XRAY	2.05	0.16	0.17
3C0IA	351	XRAY	1.85	0.18	0.23
5UC0A	163	XRAY	1.73	0.18	0.21
3TOLA	106	XRAY	2	0.19	0.24
3Q23A	1118	XRAY	1.8	0.2	0.23
1KB6A	110	XRAY	2.7	0.22	0.28
2O9PA	454	XRAY	2.1	0.23	0.28
3L32A	45	XRAY	1.5	0.2	0.23
1DVOA	152	XRAY	2	0.2	0.22
1DEUA	277	XRAY	1.7	0.2	0.21
1GGZA	148	XRAY	1.5	0.18	0.22
4QQWA	964	XRAY	2.66	0.17	0.23
5IL3A	550	XRAY	1.85	0.17	0.19
1DURA	55	XRAY	2	0.15	1
1NGMB	72	XRAY	2.95	0.28	0.31
4KKMA	320	XRAY	1.9	0.18	0.21
5Y2SA	260	XRAY	0.9	0.11	0.13
2DULA	378	XRAY	1.9	0.2	0.23
3QVOA	236	XRAY	2.3	0.22	0.25
3QUFA	414	XRAY	1.7	0.15	0.18
4RFLA	371	XRAY	2.2	0.18	0.23
1J3MA	129	XRAY	2	0.2	0.26
2PHPA	192	XRAY	2.03	0.22	0.24
1VL0A	292	XRAY	2.05	0.17	0.21
4W5UA	408	XRAY	2.77	0.15	0.21
4H5IA	365	XRAY	1.36	0.18	0.2
4QGRA	382	XRAY	1.75	0.16	0.18
3REGA	194	XRAY	1.8	0.17	0.22
4UQWA	163	XRAY	1.5	0.16	0.18
3TSMA	272	XRAY	2.15	0.18	0.23
2EHHA	294	XRAY	1.9	0.21	0.23
4JNDA	454	XRAY	1.65	0.18	0.2
4E5XG	100	XRAY	1.95	0.22	0.24
5YYLC	78	XRAY	2.65	0.24	0.28
4XZFA	122	XRAY	1.38	0.17	0.21
5ENQA	609	XRAY	1.8	0.18	0.22
5H2AA	271	XRAY	1.9	0.18	0.21
1MQ0A	140	XRAY	2.4	0.22	0.26
1DZ3A	130	XRAY	1.65	0.23	0.27
3MMYA	368	XRAY	1.65	0.21	0.24
4MXTA	190	XRAY	1.4	0.14	0.17
5TL8A	466	XRAY	1.71	0.2	0.25
4S35A	195	XRAY	1.55	0.15	0.17
3RLFF	514	XRAY	2.2	0.23	0.25
4P98A	317	XRAY	1.9	0.16	0.2
3V97A	703	XRAY	2.2	0.19	0.23
3EWIA	168	XRAY	1.9	0.21	0.25
4NUZA	899	XRAY	1.91	0.19	0.23
1Y8XA	160	XRAY	2.4	0.24	0.26
4ESRA	69	XRAY	1.53	0.12	0.14
4ZV0A	163	XRAY	1.4	0.15	0.16
2X46A	144	XRAY	1	0.14	0.16
3W20A	273	XRAY	1.77	0.21	0.24
3EIPA	84	XRAY	1.8	0.22	0.27
3MWBA	313	XRAY	2	0.21	0.25
4YL9A	124	XRAY	2.35	0.23	0.25
4TZMA	253	XRAY	2.3	0.2	0.22
4MLVA	312	XRAY	1.46	0.14	0.19
2FPQA	444	XRAY	1.65	0.18	0.22
1QSAA	618	XRAY	1.65	0.17	0.19
5DCQD	271	XRAY	1.83	0.17	0.2
2HCNA	595	XRAY	2.35	0.21	0.26
4ARCA	880	XRAY	2	0.21	0.26
1GIGH	221	XRAY	2.3	0.2	1
3JTYA	402	XRAY	2.58	0.22	0.28
5B7EA	526	XRAY	1.42	0.16	0.18
2VTCA	249	XRAY	1.6	0.2	0.22
2II1A	301	XRAY	1.95	0.18	0.23
1JMKC	230	XRAY	1.71	0.23	0.24
6H65A	317	XRAY	2.35	0.2	0.23
5X9QA	173	XRAY	2.4	0.22	0.24
5XAUC	83	XRAY	1.8	0.2	0.24
4RK1A	280	XRAY	1.9	0.16	0.19
4X9ZA	50	XRAY	1.5	0.18	0.22
2E9XA	149	XRAY	2.3	0.2	0.23
1ZLMA	58	XRAY	1.07	0.16	0.21
5E56A	117	XRAY	1.5	0.18	0.2
3T9WA	299	XRAY	1.5	0.17	0.2
1JMXB	349	XRAY	1.9	0.21	0.27
4A7UA	153	XRAY	0.98	0.14	0.15
5KAYA	201	XRAY	1.8	0.2	0.23
5UQDA	442	XRAY	1.8	0.17	0.19
4E1ZA	291	XRAY	2.5	0.2	0.24
3B4XA	367	XRAY	1.94	0.2	0.22
3NCOA	320	XRAY	1.5	0.22	0.26
4WTXA	99	XRAY	1.5	0.2	0.22
1RP3A	239	XRAY	2.3	0.24	0.26
2ZTSA	251	XRAY	2.07	0.2	0.25
5F0VA	395	XRAY	1.8	0.16	0.2
5J0HA	79	XRAY	1.64	0.18	0.21
3F3FA	351	XRAY	2.9	0.25	0.27
5M86A	333	XRAY	2.4	0.18	0.2
1AVGI	142	XRAY	2.6	0.18	0.28
3IS3A	270	XRAY	1.48	0.18	0.19
6EHVX	254	XRAY	2.54	0.28	0.31
2E4MC	146	XRAY	1.85	0.2	0.23
3U40A	242	XRAY	2.05	0.18	0.22
